#epsilon = 10^-6, POT = 1.44*10^18, rescale yield as NAp = column2*(epsilon/10^-6)^2 (POT/1.44*10^18)
#Log[10,mAp/GeV]	Log[10,NAp]

-1.8579390596945844	5.532880644593056
-1.8380922606689278	5.532800717864047
-1.818245461643271	5.532713136126697
-1.798398662617614	5.532617165629211
-1.7785518635919573	5.532512002169218
-1.7587050645663003	5.532396764305688
-1.7388582655406435	5.532270485912032
-1.7190114665149865	5.532132108005465
-1.6991646674893297	5.531980469781154
-1.679317868463673	5.531814298772364
-1.6594710694380161	5.531632200049743
-1.6396242704123591	5.531432644363925
-1.6197774713867026	5.53121395512567
-1.5999306723610456	5.530974294106693
-1.5800838733353886	5.5307116457320085
-1.5602370743097318	5.53042379982091
-1.540390275284075	5.5301083326183385
-1.5205434762584182	5.529762585941294
-1.5006966772327612	5.529383644245746
-1.4808498782071047	5.528968309397977
-1.4610030791814477	5.528513072910152
-1.4411562801557911	5.528014085372633
-1.421309481130134	5.527467122784935
-1.4014626821044773	5.526867549452438
-1.3816158830788203	5.526210277076714
-1.3617690840531633	5.525489719622609
-1.3419222850275068	5.524699743494418
-1.3220754860018498	5.52383361249541
-1.3022286869761932	5.522883926978496
-1.282381887950536	5.521842556519595
-1.2625350889248794	5.52070056535733
-1.2426882898992224	5.519448129741302
-1.2228414908735659	5.518074446213588
-1.2029946918479086	5.516567629711409
-1.1831478928222519	5.514914600219516
-1.1633010937965953	5.513100956514129
-1.1434542947709385	5.511110835320863
-1.1236074957452815	5.508926753950369
-1.1037606967196245	5.506529434168914
-1.083913897693968	5.503897604696757
-1.0640670986683107	5.501007779292028
-1.0442202996426542	5.497834006855951
-1.0243735006169972	5.494347589366533
-1.0045267015913406	5.490516762686735
-0.9846799025656835	5.48630633436742
-0.9648331035400268	5.481677271433495
-0.9449863045143698	5.476586229750506
-0.9251395054887133	5.470985014849394
-0.9052927064630563	5.46481996194928
-0.8854459074373997	5.4580312202439565
-0.8655991084117426	5.450551923150605
-0.8457523093860856	5.442307221950804
-0.8259055103604291	5.433213154803078
-0.806058711334772	5.423175316091914
-0.786211912309115	5.412087281977215
-0.7663651132834585	5.39982873609589
-0.7465183142578015	5.386263223628142
-0.7266715152321445	5.371235440934926
-0.706824716206488	5.354567939631599
-0.686977917180831	5.33605708527406
-0.6671311181551745	5.315468057345541
-0.6472843191295174	5.292528602257396
-0.6274375201038603	5.266921144392635
-0.6075907210782038	5.238272705895931
-0.5877439220525468	5.206141858597377
-0.5678971230268899	5.1700015898614975
-0.5480503240012333	5.129216439290671
-0.5282035249755763	5.083011436474056
-0.5083567259499197	5.03042903080454
-0.48850992692426276	4.970267965242496
-0.46866312789860576	4.900994163461409
-0.4488163288729492	4.8206066790301945
-0.42896952984729214	4.726428418188978
-0.4091227308216352	4.614764482143052
-0.3892759317959786	4.480312870952491
-0.3694291327703216	4.315075026889812
-0.3495823337446646	4.106150553713356
-0.329735534719008	3.8306822508919867
-0.30988873569335107	3.441935729501303
-0.29004193666769446	2.8171360609532523
-0.2701951376420375	1.3558226271198626
-0.2503483386163805	-100.
-0.23050153959072395	-100.
-0.2106547405650669	-100.
-0.19080794153940994	-100.
-0.1709611425137534	-100.
-0.15111434348809635	-100.
-0.13126754446243982	-100.
-0.1114207454367828	-100.
-0.09157394641112583	-100.
-0.07172714738546923	-100.
-0.05188034835981227	-100.
-0.032033549334155274	-100.
-0.012186750308498697	-100.
0.007660048717158267	-100.
0.027506847742815272	-100.
0.0473536467684719	-100.
0.06720044579412886	-100.
0.08704724481978539	-100.
0.1068940438454424	-100.
0.12674084287109944	-100.
0.14658764189675594	-100.
0.16643444092241302	-100.
0.18628123994806997	-100.
0.20612803897372656	-100.
0.22597483799938356	-100.
0.24582163702504053	-100.
0.2656684360506971	-100.
0.28551523507635407	-100.
0.3053620341020106	-100.
0.32520883312766763	-100.
0.3450556321533247	-100.
0.3649024311789812	-100.
0.3847492302046382	-100.
0.4045960292302952	-100.
0.4244428282559517	-100.
0.4442896272816088	-100.
0.46413642630726537	-100.
0.4839832253329223	-100.
0.5038300243585793	-100.
0.5236768233842359	-100.
0.5435236224098928	-100.
0.5633704214355499	-100.
0.5832172204612064	-100.
0.6030640194868635	-100.
0.6229108185125205	-100.
0.6427576175381771	-100.
0.6626044165638341	-100.
0.6824512155894906	-100.
0.7022980146151475	-100.
0.7221448136408045	-100.
0.7419916126664611	-100.
0.7618384116921182	-100.
0.7816852107177752	-100.
0.8015320097434316	-100.
0.8213788087690888	-100.
0.8412256077947456	-100.
0.8610724068204023	-100.
0.8809192058460593	-100.
0.9007660048717159	-100.
0.9206128038973729	-100.
0.9404596029230298	-100.
0.9603064019486862	-100.
0.9801532009743433	-100.
1.0000000000000004	-100.
