Quadrant	0
0	1	2	3	5.0
1	18	3	37	1.0
1	19	2	39	1.0
1	19	2	40	3.0
1	19	3	36	1.0
1	19	4	37	1.0
1	20	2	40	1.0
1	20	2	41	1.0
1	20	3	40	1.0
1	20	3	46	2.0
1	20	3	47	1.0
1	21	2	43	1.0
1	21	3	41	2.0
1	21	3	45	1.0
1	21	3	46	1.0
1	22	2	42	1.0
1	22	2	44	1.0
1	22	2	45	1.0
1	22	3	43	2.0
1	23	2	44	1.0
1	23	3	45	1.0
1	23	3	47	1.0
1	24	2	44	1.0
1	24	2	45	1.0
1	24	3	46	1.0
1	25	2	45	1.0
1	25	3	45	1.0
1	27	2	46	1.0
1	27	3	46	1.0
2	3	3	6	5.0
2	3	3	7	2.0
2	3	3	8	2.0
2	3	4	6	62.0
2	3	4	7	18.0
2	3	4	8	6.0
2	3	5	6	21.0
2	3	5	7	19.0
2	4	2	8	4.0
2	4	2	9	1.0
2	4	3	7	1.0
2	4	3	8	9.0
2	4	3	9	5.0
2	4	4	7	2.0
2	4	4	8	17.0
2	4	4	9	19.0
2	4	4	10	4.0
2	4	5	7	1.0
2	4	5	8	15.0
2	4	5	9	6.0
2	4	5	10	5.0
2	5	2	8	3.0
2	5	2	9	30.0
2	5	2	10	6.0
2	5	2	11	2.0
2	5	3	8	4.0
2	5	3	9	27.0
2	5	3	10	40.0
2	5	3	11	6.0
2	5	3	12	1.0
2	5	4	8	4.0
2	5	4	9	20.0
2	5	4	10	27.0
2	5	4	11	11.0
2	5	4	12	2.0
2	5	5	9	4.0
2	5	5	10	6.0
2	5	5	11	2.0
2	5	5	12	1.0
2	6	2	10	25.0
2	6	2	11	8.0
2	6	2	12	2.0
2	6	2	13	8.0
2	6	2	14	2.0
2	6	3	9	3.0
2	6	3	10	28.0
2	6	3	11	24.0
2	6	3	12	12.0
2	6	3	13	7.0
2	6	3	14	2.0
2	6	4	10	6.0
2	6	4	11	5.0
2	6	4	12	8.0
2	6	4	13	1.0
2	6	4	14	3.0
2	6	5	11	3.0
2	6	5	12	2.0
2	6	5	13	1.0
2	6	5	14	1.0
2	7	2	11	2.0
2	7	2	12	6.0
2	7	2	13	1.0
2	7	2	14	7.0
2	7	2	15	3.0
2	7	3	12	1.0
2	7	3	13	14.0
2	7	3	14	3.0
2	7	3	15	4.0
2	7	3	16	2.0
2	7	3	18	2.0
2	7	4	13	1.0
2	7	4	14	6.0
2	7	4	15	8.0
2	7	4	16	7.0
2	7	5	13	1.0
2	7	5	14	1.0
2	7	5	15	2.0
2	7	5	16	2.0
2	7	5	18	1.0
2	8	2	12	1.0
2	8	2	13	1.0
2	8	2	14	4.0
2	8	2	15	14.0
2	8	2	16	4.0
2	8	2	17	4.0
2	8	2	18	1.0
2	8	3	13	1.0
2	8	3	14	5.0
2	8	3	15	1.0
2	8	3	16	11.0
2	8	3	17	6.0
2	8	3	18	7.0
2	8	4	14	1.0
2	8	4	15	7.0
2	8	4	16	13.0
2	8	4	17	8.0
2	8	4	20	1.0
2	8	5	16	5.0
2	8	5	17	1.0
2	9	2	15	3.0
2	9	2	16	10.0
2	9	2	17	7.0
2	9	2	18	1.0
2	9	2	19	5.0
2	9	2	20	1.0
2	9	3	15	1.0
2	9	3	16	2.0
2	9	3	17	9.0
2	9	3	18	2.0
2	9	3	19	2.0
2	9	3	20	1.0
2	9	3	21	1.0
2	9	4	17	6.0
2	9	4	18	4.0
2	9	4	19	1.0
2	9	4	20	3.0
2	9	4	21	1.0
2	9	5	18	2.0
2	9	5	19	1.0
2	9	5	22	1.0
2	10	2	16	1.0
2	10	2	17	7.0
2	10	2	18	3.0
2	10	2	19	3.0
2	10	2	20	2.0
2	10	2	21	2.0
2	10	2	22	1.0
2	10	3	18	1.0
2	10	3	19	2.0
2	10	3	20	1.0
2	10	3	24	1.0
2	10	4	19	1.0
2	10	4	20	3.0
2	10	4	21	1.0
2	10	5	19	2.0
2	10	5	20	2.0
2	10	5	22	1.0
2	11	2	18	2.0
2	11	2	19	5.0
2	11	2	21	9.0
2	11	2	22	3.0
2	11	2	23	2.0
2	11	2	25	1.0
2	11	3	18	1.0
2	11	3	19	1.0
2	11	3	20	1.0
2	11	3	24	2.0
2	11	3	26	2.0
2	11	3	27	2.0
2	11	4	21	1.0
2	11	4	24	2.0
2	11	5	23	1.0
2	11	5	24	2.0
2	12	2	20	1.0
2	12	2	21	6.0
2	12	2	22	1.0
2	12	2	25	1.0
2	12	2	26	6.0
2	12	3	25	1.0
2	12	3	26	1.0
2	12	3	27	2.0
2	12	4	23	1.0
2	12	4	26	1.0
2	12	4	27	1.0
2	12	5	24	4.0
2	13	2	22	2.0
2	13	2	25	2.0
2	13	2	26	2.0
2	13	2	27	1.0
2	13	2	30	1.0
2	13	3	25	2.0
2	13	3	26	1.0
2	13	3	27	1.0
2	13	3	28	2.0
2	13	5	25	1.0
2	14	2	25	1.0
2	14	2	26	7.0
2	14	2	27	3.0
2	14	2	30	2.0
2	14	3	26	1.0
2	14	3	29	1.0
2	14	4	27	4.0
2	14	4	29	1.0
2	14	4	31	1.0
2	15	2	26	1.0
2	15	2	27	3.0
2	15	2	28	3.0
2	15	2	29	1.0
2	15	2	31	1.0
2	15	2	32	1.0
2	15	3	29	3.0
2	15	3	35	1.0
2	15	4	27	2.0
2	16	2	30	3.0
2	16	2	32	1.0
2	16	2	34	1.0
2	16	3	35	1.0
2	16	4	29	1.0
2	16	4	30	1.0
2	16	4	32	1.0
2	16	4	33	1.0
2	16	4	39	1.0
2	17	2	28	1.0
2	17	2	30	1.0
2	17	2	33	1.0
2	17	3	32	1.0
2	17	3	35	1.0
2	17	3	37	1.0
2	17	3	38	1.0
2	17	4	36	3.0
2	17	4	38	1.0
2	18	2	34	2.0
2	18	3	35	1.0
2	18	3	38	1.0
2	18	3	40	1.0
2	18	3	42	2.0
2	18	4	37	1.0
2	18	4	38	1.0
2	19	2	34	2.0
2	19	2	35	1.0
2	19	2	39	1.0
2	19	2	42	1.0
2	19	3	35	1.0
2	19	3	40	1.0
2	19	4	38	2.0
2	19	4	44	2.0
2	20	2	42	1.0
2	20	2	43	1.0
2	20	2	47	1.0
2	20	3	40	2.0
2	20	3	47	1.0
2	20	4	37	1.0
2	20	4	40	2.0
2	20	4	45	1.0
2	20	5	38	1.0
2	21	2	40	1.0
2	21	2	44	3.0
2	21	3	40	1.0
2	21	3	46	1.0
2	21	3	47	1.0
2	21	4	44	1.0
2	22	2	41	1.0
2	22	2	42	1.0
2	22	2	44	2.0
2	22	4	43	1.0
2	23	2	45	1.0
2	23	2	48	1.0
2	23	4	45	1.0
2	23	4	47	1.0
2	24	2	43	2.0
2	24	4	46	1.0
2	25	2	46	1.0
2	25	2	49	1.0
2	25	4	45	1.0
2	25	4	48	1.0
2	25	4	49	1.0
2	26	2	47	1.0
2	26	3	47	1.0
3	4	4	9	1.0
3	4	5	7	12.0
3	4	5	8	18.0
3	4	5	9	4.0
3	4	5	10	1.0
3	4	6	7	26.0
3	4	6	8	35.0
3	4	6	9	3.0
3	4	6	10	1.0
3	5	2	9	1.0
3	5	3	9	8.0
3	5	3	10	8.0
3	5	4	8	18.0
3	5	4	9	47.0
3	5	4	10	10.0
3	5	5	8	7.0
3	5	5	9	46.0
3	5	5	10	55.0
3	5	5	11	2.0
3	5	6	8	15.0
3	5	6	9	25.0
3	5	6	10	2.0
3	5	6	11	2.0
3	6	2	10	3.0
3	6	2	11	1.0
3	6	3	9	2.0
3	6	3	10	6.0
3	6	3	11	4.0
3	6	4	9	2.0
3	6	4	10	48.0
3	6	4	11	11.0
3	6	4	12	4.0
3	6	5	9	2.0
3	6	5	10	40.0
3	6	5	11	6.0
3	6	5	12	13.0
3	6	5	13	2.0
3	6	6	10	7.0
3	6	6	11	2.0
3	6	6	12	2.0
3	6	6	13	3.0
3	7	2	11	6.0
3	7	2	12	2.0
3	7	3	11	4.0
3	7	3	12	9.0
3	7	3	13	12.0
3	7	4	11	3.0
3	7	4	12	19.0
3	7	4	13	4.0
3	7	4	14	1.0
3	7	4	15	4.0
3	7	5	10	1.0
3	7	5	11	1.0
3	7	5	12	7.0
3	7	5	13	3.0
3	7	5	14	9.0
3	7	5	15	4.0
3	7	5	16	3.0
3	7	6	13	4.0
3	8	2	12	1.0
3	8	2	13	5.0
3	8	2	14	4.0
3	8	2	15	2.0
3	8	3	12	5.0
3	8	3	14	4.0
3	8	3	16	3.0
3	8	4	12	1.0
3	8	4	13	1.0
3	8	4	14	1.0
3	8	4	15	2.0
3	8	4	16	6.0
3	8	5	13	1.0
3	8	5	15	7.0
3	8	5	16	8.0
3	8	5	17	1.0
3	8	5	18	1.0
3	8	6	17	2.0
3	9	2	13	8.0
3	9	2	14	11.0
3	9	2	15	8.0
3	9	2	16	12.0
3	9	2	17	4.0
3	9	3	13	1.0
3	9	3	14	3.0
3	9	3	15	7.0
3	9	3	16	12.0
3	9	3	17	7.0
3	9	3	18	1.0
3	9	4	14	1.0
3	9	4	16	6.0
3	9	4	17	4.0
3	9	4	18	14.0
3	9	4	20	1.0
3	9	5	16	3.0
3	9	5	17	4.0
3	9	5	18	4.0
3	9	5	19	4.0
3	9	5	20	3.0
3	9	6	17	2.0
3	9	6	18	2.0
3	9	6	20	1.0
3	10	2	15	4.0
3	10	2	16	4.0
3	10	2	17	1.0
3	10	2	18	2.0
3	10	2	19	3.0
3	10	2	20	1.0
3	10	2	21	1.0
3	10	3	15	2.0
3	10	3	16	2.0
3	10	3	17	3.0
3	10	3	18	6.0
3	10	4	17	4.0
3	10	4	18	6.0
3	10	4	19	2.0
3	10	5	18	2.0
3	10	5	19	5.0
3	10	5	20	5.0
3	10	6	18	2.0
3	11	2	16	1.0
3	11	2	18	1.0
3	11	2	19	2.0
3	11	2	20	1.0
3	11	2	21	6.0
3	11	3	18	1.0
3	11	3	19	3.0
3	11	3	20	2.0
3	11	3	22	1.0
3	11	3	24	1.0
3	11	3	25	1.0
3	11	4	18	1.0
3	11	4	19	5.0
3	11	4	20	1.0
3	11	4	25	2.0
3	11	5	19	2.0
3	11	5	20	3.0
3	11	5	21	1.0
3	11	5	23	1.0
3	11	6	22	1.0
3	12	2	19	3.0
3	12	2	20	2.0
3	12	2	21	5.0
3	12	2	22	1.0
3	12	2	23	2.0
3	12	2	26	2.0
3	12	3	19	3.0
3	12	3	20	4.0
3	12	3	22	4.0
3	12	3	23	1.0
3	12	3	24	1.0
3	12	3	25	2.0
3	12	3	26	1.0
3	12	4	20	1.0
3	12	4	25	1.0
3	12	4	26	7.0
3	12	4	28	2.0
3	12	5	22	1.0
3	12	5	23	4.0
3	12	6	21	1.0
3	12	6	22	1.0
3	12	6	29	1.0
3	13	2	22	2.0
3	13	2	23	1.0
3	13	2	25	1.0
3	13	2	26	1.0
3	13	3	24	3.0
3	13	3	25	4.0
3	13	3	26	2.0
3	13	3	28	2.0
3	13	4	24	3.0
3	13	4	26	7.0
3	13	4	28	3.0
3	13	5	24	2.0
3	13	5	28	3.0
3	13	6	29	3.0
3	14	2	24	1.0
3	14	2	25	1.0
3	14	2	26	2.0
3	14	3	26	3.0
3	14	3	28	1.0
3	14	3	29	2.0
3	14	3	32	1.0
3	14	4	26	1.0
3	14	4	27	2.0
3	14	4	28	2.0
3	14	4	29	5.0
3	14	4	30	1.0
3	14	4	31	1.0
3	14	5	24	1.0
3	14	5	28	1.0
3	14	5	29	2.0
3	14	6	26	1.0
3	14	6	30	2.0
3	15	2	25	2.0
3	15	2	32	2.0
3	15	3	24	1.0
3	15	3	29	2.0
3	15	3	32	1.0
3	15	4	25	1.0
3	15	4	33	1.0
3	15	5	34	2.0
3	15	6	31	2.0
3	16	2	29	4.0
3	16	2	30	1.0
3	16	3	31	2.0
3	16	4	27	1.0
3	16	4	29	1.0
3	16	4	31	2.0
3	16	4	35	1.0
3	16	5	35	3.0
3	17	2	28	1.0
3	17	2	29	1.0
3	17	2	32	1.0
3	17	2	33	2.0
3	17	2	34	1.0
3	17	3	30	1.0
3	17	3	31	7.0
3	17	3	32	3.0
3	17	3	34	2.0
3	17	3	35	2.0
3	17	4	30	2.0
3	17	4	31	2.0
3	17	4	32	2.0
3	17	4	33	3.0
3	17	4	36	1.0
3	17	5	35	1.0
3	18	2	31	1.0
3	18	2	33	2.0
3	18	3	31	2.0
3	18	3	32	1.0
3	18	3	34	3.0
3	18	3	35	1.0
3	18	4	32	2.0
3	18	4	33	1.0
3	18	5	35	1.0
3	18	5	36	1.0
3	18	6	39	1.0
3	19	2	33	2.0
3	19	2	43	1.0
3	19	3	33	1.0
3	19	3	35	2.0
3	19	3	36	1.0
3	19	3	37	1.0
3	19	4	34	2.0
3	19	5	37	1.0
3	19	6	38	1.0
3	20	2	34	1.0
3	20	2	39	2.0
3	20	2	43	4.0
3	20	2	44	2.0
3	20	3	38	1.0
3	20	3	43	1.0
3	20	3	44	1.0
3	20	5	37	1.0
3	21	2	39	1.0
3	21	3	38	1.0
3	21	4	38	1.0
3	21	5	38	1.0
3	22	2	44	1.0
3	22	3	44	1.0
3	22	3	45	2.0
3	22	3	48	1.0
3	22	4	48	1.0
3	23	2	45	1.0
3	23	2	46	1.0
3	23	3	39	1.0
3	23	3	41	1.0
3	23	3	44	1.0
3	23	3	45	1.0
3	24	2	41	1.0
3	24	2	48	1.0
3	24	2	49	1.0
3	24	3	45	1.0
3	25	4	45	1.0
4	5	5	8	1.0
4	5	5	9	12.0
4	5	5	10	1.0
4	5	6	8	75.0
4	5	6	9	183.0
4	5	6	10	8.0
4	5	6	11	1.0
4	5	7	8	70.0
4	5	7	9	71.0
4	5	7	10	1.0
4	5	8	10	3.0
4	6	4	9	2.0
4	6	4	10	6.0
4	6	4	11	2.0
4	6	5	9	7.0
4	6	5	10	20.0
4	6	5	11	2.0
4	6	5	12	1.0
4	6	6	9	22.0
4	6	6	10	26.0
4	6	6	11	14.0
4	6	6	13	1.0
4	6	7	9	1.0
4	6	7	10	8.0
4	6	7	11	20.0
4	6	7	12	5.0
4	6	7	13	1.0
4	6	8	10	1.0
4	7	3	11	1.0
4	7	3	12	3.0
4	7	4	11	2.0
4	7	4	12	1.0
4	7	5	11	4.0
4	7	5	12	19.0
4	7	5	13	3.0
4	7	6	10	1.0
4	7	6	11	11.0
4	7	6	12	4.0
4	7	6	13	1.0
4	7	7	11	3.0
4	7	7	12	5.0
4	7	7	13	1.0
4	8	2	12	2.0
4	8	3	12	5.0
4	8	3	13	5.0
4	8	3	14	2.0
4	8	4	12	25.0
4	8	4	13	2.0
4	8	4	14	4.0
4	8	5	12	15.0
4	8	5	13	21.0
4	8	5	14	10.0
4	8	5	15	1.0
4	8	5	16	1.0
4	8	6	13	2.0
4	8	6	14	5.0
4	8	6	15	3.0
4	8	7	16	1.0
4	9	2	13	2.0
4	9	2	14	1.0
4	9	2	15	1.0
4	9	3	12	1.0
4	9	3	13	6.0
4	9	3	14	5.0
4	9	3	15	3.0
4	9	3	16	1.0
4	9	4	13	5.0
4	9	4	14	23.0
4	9	4	15	4.0
4	9	4	16	3.0
4	9	4	17	2.0
4	9	4	18	2.0
4	9	5	14	2.0
4	9	5	15	5.0
4	9	5	16	13.0
4	9	5	17	2.0
4	9	5	18	5.0
4	9	6	14	2.0
4	9	6	15	5.0
4	9	6	16	3.0
4	9	6	17	4.0
4	9	6	18	7.0
4	9	7	16	3.0
4	9	7	18	4.0
4	10	2	14	1.0
4	10	2	15	6.0
4	10	2	17	1.0
4	10	2	18	2.0
4	10	3	15	11.0
4	10	3	18	6.0
4	10	3	19	1.0
4	10	4	16	5.0
4	10	4	17	3.0
4	10	4	18	9.0
4	10	4	19	4.0
4	10	5	16	2.0
4	10	5	17	2.0
4	10	5	18	5.0
4	10	5	19	6.0
4	10	5	21	1.0
4	10	6	16	1.0
4	10	6	17	2.0
4	10	6	18	10.0
4	10	6	19	4.0
4	10	6	20	7.0
4	10	6	22	1.0
4	10	7	16	2.0
4	10	7	18	1.0
4	10	7	20	1.0
4	11	2	18	1.0
4	11	3	18	6.0
4	11	3	19	4.0
4	11	3	20	2.0
4	11	4	17	2.0
4	11	4	18	2.0
4	11	4	19	11.0
4	11	4	20	1.0
4	11	4	21	4.0
4	11	4	22	1.0
4	11	5	17	2.0
4	11	5	18	4.0
4	11	5	19	4.0
4	11	5	20	4.0
4	11	5	21	3.0
4	11	5	22	1.0
4	11	5	23	1.0
4	11	6	18	1.0
4	11	6	20	6.0
4	11	6	21	1.0
4	11	6	22	2.0
4	11	6	23	1.0
4	11	6	24	1.0
4	11	7	22	1.0
4	11	7	23	1.0
4	12	2	21	7.0
4	12	2	22	3.0
4	12	3	21	2.0
4	12	3	25	1.0
4	12	4	19	2.0
4	12	4	20	8.0
4	12	4	22	9.0
4	12	4	24	1.0
4	12	5	21	2.0
4	12	5	22	2.0
4	12	6	20	3.0
4	12	6	21	5.0
4	12	6	22	2.0
4	12	6	24	2.0
4	12	6	25	3.0
4	12	7	22	1.0
4	12	7	24	1.0
4	13	2	20	2.0
4	13	2	21	2.0
4	13	2	22	2.0
4	13	2	24	1.0
4	13	3	22	3.0
4	13	3	23	2.0
4	13	3	25	2.0
4	13	4	21	8.0
4	13	4	23	5.0
4	13	4	24	1.0
4	13	4	25	3.0
4	13	4	26	2.0
4	13	5	22	5.0
4	13	5	23	5.0
4	13	5	25	2.0
4	13	5	26	2.0
4	13	5	28	1.0
4	13	6	21	1.0
4	13	6	22	1.0
4	13	6	23	4.0
4	13	6	24	4.0
4	13	6	25	1.0
4	13	6	26	6.0
4	13	6	28	1.0
4	13	7	22	1.0
4	13	7	23	1.0
4	14	2	21	3.0
4	14	2	22	3.0
4	14	2	24	2.0
4	14	2	25	1.0
4	14	3	21	2.0
4	14	3	22	7.0
4	14	3	23	3.0
4	14	3	24	3.0
4	14	3	25	1.0
4	14	4	24	5.0
4	14	4	25	3.0
4	14	4	26	2.0
4	14	5	26	2.0
4	14	5	30	1.0
4	14	6	25	2.0
4	14	6	26	1.0
4	14	6	27	5.0
4	15	2	24	1.0
4	15	2	25	1.0
4	15	2	26	1.0
4	15	3	24	1.0
4	15	3	25	1.0
4	15	3	26	2.0
4	15	3	29	2.0
4	15	4	26	1.0
4	15	4	27	3.0
4	15	5	27	9.0
4	15	5	28	2.0
4	15	5	30	1.0
4	15	5	31	3.0
4	15	6	25	2.0
4	15	6	26	2.0
4	15	6	30	1.0
4	16	2	30	1.0
4	16	2	31	1.0
4	16	2	32	1.0
4	16	2	33	1.0
4	16	3	24	1.0
4	16	3	25	1.0
4	16	3	31	1.0
4	16	4	27	1.0
4	16	4	28	1.0
4	16	5	28	2.0
4	16	5	29	1.0
4	16	5	30	1.0
4	16	5	31	1.0
4	16	5	33	1.0
4	16	6	27	1.0
4	16	6	30	1.0
4	16	6	33	3.0
4	17	2	30	3.0
4	17	2	32	1.0
4	17	2	33	1.0
4	17	3	28	1.0
4	17	3	29	1.0
4	17	3	30	1.0
4	17	3	31	1.0
4	17	3	32	2.0
4	17	3	35	1.0
4	17	4	32	1.0
4	17	4	36	1.0
4	17	5	29	1.0
4	17	5	31	1.0
4	17	5	32	1.0
4	17	5	33	1.0
4	17	5	34	1.0
4	17	6	31	1.0
4	17	6	33	2.0
4	18	2	28	2.0
4	18	2	30	2.0
4	18	2	33	2.0
4	18	2	34	3.0
4	18	3	29	1.0
4	18	3	33	1.0
4	18	4	34	2.0
4	18	5	30	1.0
4	18	5	31	1.0
4	18	5	32	2.0
4	18	6	34	4.0
4	18	6	37	2.0
4	19	2	34	7.0
4	19	2	39	1.0
4	19	3	34	2.0
4	19	4	32	1.0
4	19	4	34	1.0
4	19	4	35	2.0
4	19	4	40	3.0
4	19	5	34	2.0
4	19	6	33	2.0
4	19	6	35	1.0
4	20	2	34	4.0
4	20	2	35	1.0
4	20	2	36	1.0
4	20	3	34	1.0
4	20	3	37	2.0
4	20	3	40	1.0
4	20	4	37	1.0
4	20	4	38	3.0
4	20	4	41	1.0
4	20	5	35	2.0
4	21	3	35	1.0
4	21	3	38	1.0
4	21	3	41	1.0
4	21	3	43	1.0
4	21	4	43	1.0
4	21	5	38	1.0
4	21	5	45	1.0
4	21	6	39	1.0
4	22	2	37	1.0
4	22	3	38	1.0
4	22	3	44	3.0
4	22	3	48	2.0
4	22	4	47	1.0
4	22	5	38	2.0
4	22	5	47	1.0
4	23	2	38	2.0
4	23	2	42	1.0
4	23	4	49	1.0
4	23	5	39	1.0
4	23	5	48	2.0
4	24	2	43	1.0
4	24	4	45	1.0
4	24	4	49	1.0
4	25	2	41	1.0
4	25	2	43	2.0
4	25	2	45	2.0
4	25	4	45	1.0
4	25	5	49	1.0
4	26	2	44	1.0
4	26	2	47	1.0
4	27	2	48	1.0
5	6	6	9	4.0
5	6	6	10	1.0
5	6	7	9	4.0
5	6	7	10	19.0
5	6	7	11	4.0
5	6	8	9	23.0
5	6	8	10	23.0
5	6	8	11	3.0
5	6	9	10	3.0
5	6	9	11	1.0
5	7	5	11	2.0
5	7	5	12	6.0
5	7	6	10	4.0
5	7	6	11	16.0
5	7	6	12	4.0
5	7	6	13	1.0
5	7	7	10	3.0
5	7	7	11	14.0
5	7	7	12	13.0
5	7	7	13	2.0
5	7	8	10	4.0
5	7	8	11	13.0
5	7	8	12	7.0
5	7	8	13	3.0
5	7	8	14	2.0
5	7	9	12	1.0
5	8	4	12	5.0
5	8	4	13	1.0
5	8	4	14	2.0
5	8	5	12	14.0
5	8	5	13	10.0
5	8	5	14	2.0
5	8	6	11	1.0
5	8	6	12	16.0
5	8	6	13	47.0
5	8	6	14	5.0
5	8	7	12	13.0
5	8	7	13	18.0
